id,dealer_id,type,debit,credit,description,date,created_at,restock_id,payment_type,payment_proof,return_id
7052,20,Purchase,3000,0,"Initial: Trimer Machine Dingling RF-1636",2026-02-25,"2026-02-25 22:41:37",262,,,
7053,1,Payment,0,100000,"Asmatullah Pathan",2026-01-25,"2026-02-25 23:25:19",,Online,,
7054,1,Payment,0,100000,"Needs Marketing",2026-01-25,"2026-02-25 23:25:53",,Online,,
7055,1,Payment,0,100000,"Ahsan Gul Account",2026-01-25,"2026-02-25 23:26:28",,Online,,
7056,1,Payment,0,100000,"Shahzaib enterprises",2026-01-25,"2026-02-25 23:26:54",,Online,,
7057,1,Advance,0,518380,"Arif bhai sy mangty hen",2026-01-25,"2026-02-25 23:28:26",,Cash,,
7058,1,Payment,0,100000,"Nazar and Sons",2026-01-31,"2026-02-25 23:55:43",,Online,,
7059,20,Purchase,41000,0,"Restock: Blade S-20 (Qty: 20)",2026-02-21,"2026-02-26 12:06:23",263,,,
7060,20,Purchase,139500,0,"Restock: Blade Pro UK (Qty: 60)",2026-02-21,"2026-02-26 12:07:20",264,,,
7062,20,Purchase,42500,0,"Restock: Blade Silk (Qty: 20)",2026-02-21,"2026-02-26 12:09:50",266,,,
7063,20,Purchase,40500,0,"Initial: Blade Rk patty",2026-02-26,"2026-02-26 12:11:11",267,,,
7064,20,Purchase,41500,0,"Initial: Blade Rk Platinium",2026-02-26,"2026-02-26 12:14:09",268,,,
7065,20,Purchase,47500,0,"Initial: Blade Asco",2026-02-26,"2026-02-26 12:15:34",269,,,
7066,20,Purchase,40500,0,"Initial: Blade Clean shave",2026-02-26,"2026-02-26 12:18:01",270,,,
7067,16,Advance,0,30000,"Advance Payment Shaving brush",2026-02-26,"2026-02-26 22:08:30",,Online,,
7068,10,Payment,0,363360,"IS ko maal dya",2026-01-15,"2026-02-27 12:27:54",,Cash,,
69a1487296d83,20,"Purchase (Edited)",22500,0,"Edited Restock: Tissue Asmani (Qty: 150)",2026-01-20,"2026-02-27 12:32:02",123,,,
69a14913160fe,20,"Purchase (Edited)",27650,27650,"Edited Restock: Tissue Party pink 700 gm (Qty: 175)",2026-01-24,"2026-02-27 12:34:43",60,,,
69a14941c27c8,20,"Purchase (Edited)",56250,56250,"Edited Restock: Tissue Asmani (Qty: 375)",2026-01-24,"2026-02-27 12:35:29",61,,,
69a1498baa2e1,10,"Purchase (Edited)",1392,0,"Edited Restock: Party Pack Tissue 230 gm (Qty: 24)",2026-02-05,"2026-02-27 12:36:43",137,,,
69a1681f0d8fb,20,"Purchase (Edited)",16740,11160,"Edited Restock: Versino Hair color (Qty: 108)",2026-01-24,"2026-02-27 14:47:11",14,,,
7069,28,Payment,0,834996.4,"822500 paid baqi discount mn clear hoga",2026-02-27,"2026-02-27 21:38:41",,Online,,
7070,10,Payment,0,300000,,2026-02-27,"2026-02-27 21:43:56",,Online,,
7071,27,Payment,0,142000,,2026-02-27,"2026-02-27 21:45:50",,Online,,
7072,30,Debt,97500,0,"Aj tk ka udhar",2026-01-27,"2026-02-27 21:59:51",,Cash,,
7073,30,Payment,0,97500,,2026-02-27,"2026-02-27 22:00:08",,Online,,
7074,20,Purchase,46800,0,"Restock: Shahzad Disposable Razer (Qty: 120)",2026-02-27,"2026-02-28 14:11:57",271,,,
7075,20,Purchase,14700,0,"Restock: Trimer Machine Kemyi 519-A (Qty: 6)",2026-02-27,"2026-02-28 14:12:52",272,,,
7076,20,Purchase,15000,0,"Initial: Trimer Machine Dingling RF-609 pro",2026-02-27,"2026-02-28 14:14:42",273,,,
7077,3,Purchase,129600,0,"Restock: Lahori Facial kit (Qty: 144)",2026-02-28,"2026-02-28 14:44:30",274,,,
7078,3,Purchase,63000,0,"Restock: Shower head color (Qty: 2100)",2026-02-28,"2026-02-28 14:45:03",275,,,
7079,3,Purchase,17500,0,"Restock: Shower head black (Qty: 500)",2026-02-28,"2026-02-28 14:45:21",276,,,
7080,3,Purchase,24000,0,"Initial: JJ Shower Color copy",2026-02-28,"2026-02-28 14:48:44",277,,,
7081,3,Purchase,11400,0,"Initial: JJ Shower Color copy small",2026-02-28,"2026-02-28 14:49:44",278,,,
